日時,名称,PF,トピック,起源,背景,影響
2026-02-01 03:45,ファミマのメロンパンアイス,N/A,"食,コンビニ",ファミリーマートの商品,以前から人気の商品がSNSで再注目され話題に,「美味しい」「見つけたら買うべき」と購入報告が多数
2026-02-01 03:45,ハッピーハッピーハッピー,N/A,"動物,音楽,ダンス",猫ミーム動画のBGM,「ハッピーハッピーハッピー」という歌詞が特徴的な音源,猫ミーム動画で多用され、ダンス動画も流行
2026-02-01 03:45,Xの不具合,N/A,"SNS,日常",X(旧Twitter)のシステム障害,頻繁に発生するXの不具合に対しユーザーが投稿,「またか」「いつものこと」と諦めや皮肉を込めて使われる
2026-02-02 03:22,猫ミーム,N/A,"動物,コメディ,動画",海外の動画サイト,猫のコミカルな動画に効果音や字幕をつけたもの,SNSで広く拡散、様々な状況を表現するのに使われる
2026-02-02 03:22,ずんだもん構文,N/A,"キャラクター,動画,解説",VOICEROID/CeVIOキャラクター,ずんだもんの声と独特な言い回しを使った動画,解説やネタ動画で人気、親しみやすいと評価
2026-02-02 03:22,〇〇が流行ってるらしい,N/A,"ユーモア,SNS,メタネタ",不明 (SNSユーザー間),実際は流行ってないものを流行と紹介するネタ,冗談や皮肉として使われ、共感を呼ぶ
2026-02-02 03:22,AI生成チャレンジ,N/A,"AI,アート,テクノロジー",AI画像/動画生成ツール,AIで様々なテーマの画像や動画を生成し公開,創造性を刺激、技術進化への関心を高める
2026-02-02 03:22,蛙化現象,N/A,"恋愛,心理,共感",心理学用語,好意を抱いた相手の行動で急に冷める現象,恋愛あるあるとしてSNSで共感を呼び、定着
2026-02-02 03:48,くるみ割り人形ダンス,N/A,"ダンス,音楽,TikTok",TikTokユーザーによる投稿,チャイコフスキー曲に合わせ、奇妙な動きで踊る動画が流行。,多くのユーザーが真似し、関連動画が多数生成された。
2026-02-02 03:48,スイカゲーム,N/A,"ゲーム,パズル,アプリ",Nintendo Switchゲーム、スマホ版リリース,6/18スマホ版リリースで再び注目、有名人もプレイ。,プレイ動画やスコア報告がSNSで活発に共有された。
